dummy,current_age,retirement_age,earnings_level,current_savings,savings_after_divorce,additional_annual_savings,portfolio,age,portfolio_value_expected,portfolio_value_ub,portfolio_value_lb,income_expected,income_ub,income_lb
x,40,65,low,100000,100000,5000,MPU_ES070,65,630125.987,872819.8375,384349.019,41209.59237,61607.61525,19756.41198
x,40,65,low,100000,100000,5000,MPU_ES080,40,100000,100000,100000,11825.38329,11825.38329,11825.38329
x,40,65,low,100000,100000,5000,MPU_ES080,41,110936.3172,122628.8518,99364.08825,12816.41687,14550.67766,11069.73687
x,40,65,low,100000,100000,5000,MPU_ES080,42,122385.3187,140031.2991,104294.0838,13826.32103,16435.00846,11190.57148
x,40,65,low,100000,100000,5000,MPU_ES080,43,134734.5044,158157.1806,110943.764,14850.79979,18303.19993,11445.87977
x,40,65,low,100000,100000,5000,MPU_ES080,44,147631.9704,176860.4964,118368.1499,15883.08866,19972.68169,11780.54138
x,40,65,low,100000,100000,5000,MPU_ES080,45,161120.3449,196233.8216,125834.6039,16940.42297,21680.99204,12111.27399
x,40,65,low,100000,100000,5000,MPU_ES080,46,175731.4102,216839.2669,134279.5256,18033.21034,23617.83627,12474.38525
x,40,65,low,100000,100000,5000,MPU_ES080,47,190976.0706,239455.2692,142869.2486,19139.99889,25442.35574,12734.19654
x,40,65,low,100000,100000,5000,MPU_ES080,48,207357.1265,262428.1785,152116.8666,20315.06012,27263.98135,13206.67536
x,40,65,low,100000,100000,5000,MPU_ES080,49,224267.7836,286998.3058,161205.1501,21497.61567,29368.29348,13565.56651
x,40,65,low,100000,100000,5000,MPU_ES080,50,242360.0675,312832.3219,170420.7447,22712.40138,31343.92983,13955.59979
x,40,65,low,100000,100000,5000,MPU_ES080,51,261638.7106,339708.2128,180929.1065,23951.91104,33328.13168,14345.90275
x,40,65,low,100000,100000,5000,MPU_ES080,52,282145.8682,369311.2409,192664.8481,25287.4268,35464.52458,14651.12323
x,40,65,low,100000,100000,5000,MPU_ES080,53,304151.2497,402096.8587,203954.639,26650.31812,37833.11927,15137.03355
x,40,65,low,100000,100000,5000,MPU_ES080,54,326938.53,435865.4141,216046.8392,27948.42113,39875.7835,15572.06678
x,40,65,low,100000,100000,5000,MPU_ES080,55,351640.5429,471793.0029,229087.847,29332.4935,42414.66894,15967.49393
x,40,65,low,100000,100000,5000,MPU_ES080,56,376248.2866,507706.3243,241117.5715,30659.08533,44668.23789,16283.16321
x,40,65,low,100000,100000,5000,MPU_ES080,57,403288.764,547896.2774,255634.236,32110.58887,46883.24968,16672.65182
x,40,65,low,100000,100000,5000,MPU_ES080,58,432236.3352,592537.4074,269151.3614,33568.38015,49249.57732,17127.95812
x,40,65,low,100000,100000,5000,MPU_ES080,59,461529.8651,637720.8388,283268.769,35018.35846,51815.89744,17439.61364
x,40,65,low,100000,100000,5000,MPU_ES080,60,494122.9304,685437.2418,299318.236,36649.44061,54801.05638,17783.20548
x,40,65,low,100000,100000,5000,MPU_ES080,61,526649.7623,734897.7078,314975.8908,38155.85358,57180.2842,18240.49206
x,40,65,low,100000,100000,5000,MPU_ES080,62,562438.8172,785205.2368,330311.2196,39781.47487,60029.55553,18609.98252
x,40,65,low,100000,100000,5000,MPU_ES080,63,601034.025,843147.0711,348249.1328,41476.56259,63062.37472,18948.89961
x,40,65,low,100000,100000,5000,MPU_ES080,64,640909.5835,910023.1612,367024.3728,43253.32393,66215.97221,19349.6211
x,40,65,low,100000,100000,5000,MPU_ES080,65,682259.5606,972536.7362,387207.1692,44946.61728,68689.6758,19761.46572
x,40,65,low,100000,100000,5000,MPU_ES090,40,100000,100000,100000,11825.38329,11825.38329,11825.38329
x,40,65,low,100000,100000,5000,MPU_ES090,41,111185.9211,124146.1484,98153.67028,12865.38842,14790.48993,10942.7333
x,40,65,low,100000,100000,5000,MPU_ES090,42,123191.0444,143018.6111,103229.8581,13941.96488,16827.06716,11072.65891
x,40,65,low,100000,100000,5000,MPU_ES090,43,135854.5376,162127.4573,109391.9424,15032.24265,18730.31733,11293.46329
x,40,65,low,100000,100000,5000,MPU_ES090,44,149605.4813,183253.9409,116707.3196,16156.00472,20683.69964,11572.0283
x,40,65,low,100000,100000,5000,MPU_ES090,45,164091.5925,203714.0728,124192.144,17336.40337,22671.45321,11941.96172
x,40,65,low,100000,100000,5000,MPU_ES090,46,178993.5847,225745.7034,131671.8776,18501.79787,24722.08846,12212.12852
x,40,65,low,100000,100000,5000,MPU_ES090,47,194902.3415,248975.3291,140631.8989,19684.93479,26761.52364,12602.6343
x,40,65,low,100000,100000,5000,MPU_ES090,48,212131.4369,273984.5289,148847.9931,20954.38664,28949.50869,12921.66676
x,40,65,low,100000,100000,5000,MPU_ES090,49,230661.2015,301621.9569,159225.8967,22274.8875,31161.78467,13308.16432
x,40,65,low,100000,100000,5000,MPU_ES090,50,250165.5978,331570.6796,168478.644,23665.94266,33374.78345,13629.7719
x,40,65,low,100000,100000,5000,MPU_ES090,51,270029.1276,360809.0578,178390.4808,25006.71913,35709.39758,13953.33444
x,40,65,low,100000,100000,5000,MPU_ES090,52,292457.4689,394166.9055,189277.0866,26481.64426,38169.42362,14311.67499
x,40,65,low,100000,100000,5000,MPU_ES090,53,315133.3816,430294.7858,200006.4163,27882.30345,40672.71953,14614.18823
x,40,65,low,100000,100000,5000,MPU_ES090,54,339941.9059,465942.222,211796.4519,29417.48671,43326.10364,14990.95479
x,40,65,low,100000,100000,5000,MPU_ES090,55,365207.8154,506572.8776,223147.9463,30894.05994,45944.53992,15453.96644
x,40,65,low,100000,100000,5000,MPU_ES090,56,393179.0406,546766.1497,237439.13,32457.4877,48368.72314,15741.27977
x,40,65,low,100000,100000,5000,MPU_ES090,57,422276.114,589969.7173,249921.4727,34071.99529,51023.62578,16145.70725
x,40,65,low,100000,100000,5000,MPU_ES090,58,452894.2173,637009.3279,262701.6496,35720.33116,54004.96578,16523.60565
x,40,65,low,100000,100000,5000,MPU_ES090,59,485491.9866,692381.3346,276223.3157,37450.23882,57024.24338,16872.74258
x,40,65,low,100000,100000,5000,MPU_ES090,60,520534.6277,743805.4795,292622.2602,39299.85103,60085.72874,17368.44708
x,40,65,low,100000,100000,5000,MPU_ES090,61,557305.2661,800831.0592,309249.2761,41122.75396,63610.71606,17667.16414
x,40,65,low,100000,100000,5000,MPU_ES090,62,597523.6117,856572.1548,325967.6948,43038.08251,67109.66558,18112.45217
x,40,65,low,100000,100000,5000,MPU_ES090,63,638948.3942,921492.0324,341649.3598,45015.39572,70356.46364,18499.26994
x,40,65,low,100000,100000,5000,MPU_ES090,64,684030.5674,991495.8729,363265.4495,47249.15534,74401.51084,18814.14722
x,40,65,low,100000,100000,5000,MPU_ES090,65,730513.4933,1067404.737,380854.9279,49396.84776,77532.1089,19311.49924
x,40,65,low,100000,150000,0,MPU_ES010,40,100000,100000,100000,11825.38329,11825.38329,11825.38329
x,40,65,low,100000,150000,0,MPU_ES010,41,154896.8649,159649.6848,150182.0639,17874.69862,19239.83408,16502.12977
x,40,65,low,100000,150000,0,MPU_ES010,42,159910.1907,166762.0008,153001.9976,18010.19797,19977.83682,16057.65327
x,40,65,low,100000,150000,0,MPU_ES010,43,165051.4506,173725.1955,156387.2022,18138.70438,20548.20629,15705.93022
x,40,65,low,100000,150000,0,MPU_ES010,44,170437.807,180814.5323,160004.3186,18288.83954,21095.32133,15460.63752
x,40,65,low,100000,150000,0,MPU_ES010,45,176018.7857,187989.6234,164086.8122,18426.29707,21546.36143,15288.13224
x,40,65,low,100000,150000,0,MPU_ES010,46,181758.5997,195192.2616,168196.0542,18571.43968,22003.46858,15144.31482
x,40,65,low,100000,150000,0,MPU_ES010,47,187691.8231,202640.9948,172558.4082,18714.9699,22460.08889,14958.50155
x,40,65,low,100000,150000,0,MPU_ES010,48,193862.2476,210576.6085,177105.9132,18877.34982,22884.72026,14832.31461
x,40,65,low,100000,150000,0,MPU_ES010,49,200251.752,218449.0631,182153.8539,19033.31689,23402.60659,14682.61208
x,40,65,low,100000,150000,0,MPU_ES010,50,206784.2105,226816.8278,186730.5302,19199.84048,23815.327,14585.05625
x,40,65,low,100000,150000,0,MPU_ES010,51,213604.248,235363.2287,192050.8077,19339.86694,24207.83048,14502.8382
x,40,65,low,100000,150000,0,MPU_ES010,52,220650.0757,244124.6598,197631.6669,19497.85947,24600.84736,14417.09985
x,40,65,low,100000,150000,0,MPU_ES010,53,227996.5499,253134.2621,202993.4661,19652.72893,24976.52866,14366.73181
x,40,65,low,100000,150000,0,MPU_ES010,54,235528.4126,262344.3652,208871.7511,19803.53315,25321.54253,14285.53392
x,40,65,low,100000,150000,0,MPU_ES010,55,243216.2373,271884.9388,214484.5672,19962.22801,25736.61562,14210.5848
x,40,65,low,100000,150000,0,MPU_ES010,56,251189.9513,281611.0651,220745.1499,20112.8399,26132.17337,14086.08385
x,40,65,low,100000,150000,0,MPU_ES010,57,259458.3202,291862.0539,227107.8633,20282.63127,26582.30012,14048.80946
x,40,65,low,100000,150000,0,MPU_ES010,58,267956.1927,302487.9845,233631.2808,20402.38271,26932.67572,13968.65562
x,40,65,low,100000,150000,0,MPU_ES010,59,276633.3158,313045.7307,239920.7932,20567.67418,27229.20756,13880.18952
x,40,65,low,100000,150000,0,MPU_ES010,60,285678.8596,324421.5775,246882.0164,20748.76702,27590.99833,13864.03668
x,40,65,low,100000,150000,0,MPU_ES010,61,295024.9386,335661.9925,254225.458,20945.7711,28100.63478,13823.20961
x,40,65,low,100000,150000,0,MPU_ES010,62,304637.2433,347263.491,261349.5713,21147.39405,28515.45289,13734.82416
x,40,65,low,100000,150000,0,MPU_ES010,63,314701.5122,360126.3267,269224.5181,21309.26644,28867.4256,13707.69399
x,40,65,low,100000,150000,0,MPU_ES010,64,324953.2357,372480.4278,277049.3724,21482.29967,29217.7053,13663.71353
x,40,65,low,100000,150000,0,MPU_ES010,65,335579.6662,386127.5125,285180.2058,21669.25578,29758.37722,13662.41585
x,40,65,low,100000,150000,0,MPU_ES020,40,100000,100000,100000,11825.38329,11825.38329,11825.38329
x,40,65,low,100000,150000,0,MPU_ES020,41,155467.7897,161641.6834,149325.3091,17941.84531,19369.60904,16523.20657
x,40,65,low,100000,150000,0,MPU_ES020,42,161079.6423,169879.6804,152225.3983,18159.05597,20196.60624,16134.74551
x,40,65,low,100000,150000,0,MPU_ES020,43,166980.3997,178024.7813,155797.0864,18358.18691,20867.33497,15859.47334
x,40,65,low,100000,150000,0,MPU_ES020,44,173062.544,186344.0328,159823.1408,18581.55598,21489.66707,15682.44594
x,40,65,low,100000,150000,0,MPU_ES020,45,179382.8371,194921.7066,163999.9765,18788.01733,22078.50944,15528.14372
x,40,65,low,100000,150000,0,MPU_ES020,46,186021.3721,203715.3262,168496.585,19007.06651,22627.59451,15398.88592
x,40,65,low,100000,150000,0,MPU_ES020,47,192814.7491,212655.7046,173031.9097,19225.12751,23135.97891,15285.40838
x,40,65,low,100000,150000,0,MPU_ES020,48,199880.6758,221677.8077,177978.3317,19456.82581,23769.13307,15174.23492
x,40,65,low,100000,150000,0,MPU_ES020,49,207172.0272,231323.0738,183451.5931,19653.10548,24219.02243,15052.50619
x,40,65,low,100000,150000,0,MPU_ES020,50,214672.6425,240971.8496,188542.1352,19906.075,24762.96436,15003.82644
x,40,65,low,100000,150000,0,MPU_ES020,51,222534.8092,251091.3724,194006.2129,20126.78018,25240.26582,14927.40146
x,40,65,low,100000,150000,0,MPU_ES020,52,230486.7085,261015.6639,199733.1522,20347.7704,25780.99808,14885.4321
x,40,65,low,100000,150000,0,MPU_ES020,53,238885.979,272330.6511,205464.4192,20593.13868,26291.98271,14853.53742
x,40,65,low,100000,150000,0,MPU_ES020,54,247591.5768,283203.2677,211613.5704,20822.91001,26887.78283,14821.43167
x,40,65,low,100000,150000,0,MPU_ES020,55,256574.2218,295323.5284,217972.8601,21048.75213,27279.53103,14797.50544
x,40,65,low,100000,150000,0,MPU_ES020,56,265805.8737,306937.6703,224664.8341,21294.88806,27868.12942,14713.40822
x,40,65,low,100000,150000,0,MPU_ES020,57,275480.1091,319239.9943,231628.5567,21523.45542,28308.97866,14736.63732
x,40,65,low,100000,150000,0,MPU_ES020,58,285538.6267,332124.5794,239208.2149,21762.12568,28804.58319,14740.69568
x,40,65,low,100000,150000,0,MPU_ES020,59,296027.274,345995.055,246551.6222,22001.30748,29249.51141,14717.49133
x,40,65,low,100000,150000,0,MPU_ES020,60,306902.8501,359692.3647,254615.9921,22258.08258,29841.70057,14659.63938
x,40,65,low,100000,150000,0,MPU_ES020,61,317898.486,374056.5363,262212.1782,22527.31134,30381.20953,14631.03411
x,40,65,low,100000,150000,0,MPU_ES020,62,329439.9143,388565.9878,270457.81,22791.29155,30840.5292,14622.38997
x,40,65,low,100000,150000,0,MPU_ES020,63,341308.4891,403982.0368,278653.2128,23040.44926,31289.33537,14647.01601
x,40,65,low,100000,150000,0,MPU_ES020,64,353539.4748,420193.161,287143.3772,23301.57794,31877.25957,14662.51682
x,40,65,low,100000,150000,0,MPU_ES020,65,366404.4231,436518.1021,295388.7691,23584.05557,32413.37738,14657.14535
x,40,65,low,100000,150000,0,MPU_ES030,40,100000,100000,100000,11825.38329,11825.38329,11825.38329
x,40,65,low,100000,150000,0,MPU_ES030,41,155903.8695,163361.7546,148384.0264,17993.54458,19481.99153,16513.25199
x,40,65,low,100000,150000,0,MPU_ES030,42,162199.7741,173253.2732,150820.444,18260.45309,20422.15879,16112.94288
x,40,65,low,100000,150000,0,MPU_ES030,43,168606.0493,182879.7311,154290.2963,18517.51722,21210.52529,15860.07396
x,40,65,low,100000,150000,0,MPU_ES030,44,175346.2375,192485.7422,158055.7792,18789.31904,21906.91968,15675.76196
x,40,65,low,100000,150000,0,MPU_ES030,45,182313.9243,202184.3551,162599.5567,19058.11231,22625.55856,15534.32214
x,40,65,low,100000,150000,0,MPU_ES030,46,189574.5821,212174.5113,166562.2214,19338.28884,23192.24244,15462.42916
x,40,65,low,100000,150000,0,MPU_ES030,47,197226.8456,222638.5194,171716.6984,19636.1841,23889.24377,15340.95285
x,40,65,low,100000,150000,0,MPU_ES030,48,205081.0189,233662.9661,176815.9394,19919.25296,24561.11005,15293.71284
x,40,65,low,100000,150000,0,MPU_ES030,49,213264.3167,244340.9997,182251.0011,20216.10836,25206.66051,15245.09521
x,40,65,low,100000,150000,0,MPU_ES030,50,221650.2433,255639.9954,187400.6605,20497.92095,25853.46799,15197.60434
x,40,65,low,100000,150000,0,MPU_ES030,51,230306.7766,267263.2426,193047.8897,20811.23827,26428.00944,15157.07573
x,40,65,low,100000,150000,0,MPU_ES030,52,239514.8686,279532.3292,199140.0768,21099.19744,27006.19155,15142.81335
x,40,65,low,100000,150000,0,MPU_ES030,53,249075.8038,292676.5986,205197.6468,21412.51303,27711.15184,15139.30762
x,40,65,low,100000,150000,0,MPU_ES030,54,259085.1069,306410.9863,212035.2944,21727.09754,28323.9268,15134.2854
x,40,65,low,100000,150000,0,MPU_ES030,55,269426.5095,319678.6045,218624.1874,22052.25891,28932.76532,15139.018
x,40,65,low,100000,150000,0,MPU_ES030,56,280267.7746,334957.7311,225674.8786,22371.43088,29608.85117,15189.2252
x,40,65,low,100000,150000,0,MPU_ES030,57,291485.4977,349549.3351,232859.5426,22687.59167,30144.48826,15135.44993
x,40,65,low,100000,150000,0,MPU_ES030,58,303019.6617,365866.3334,240626.7672,23015.39566,30803.23962,15155.82352
x,40,65,low,100000,150000,0,MPU_ES030,59,315098.3168,381358.6522,248427.4086,23330.51627,31489.56831,15152.10466
x,40,65,low,100000,150000,0,MPU_ES030,60,327590.4578,398497.27,257252.3371,23663.21353,31956.71807,15239.86192
x,40,65,low,100000,150000,0,MPU_ES030,61,340648.0174,415370.1057,264982.031,23990.90149,32623.5321,15260.24735
x,40,65,low,100000,150000,0,MPU_ES030,62,354327.1585,433790.5476,273975.8063,24337.59278,33191.31682,15287.51952
x,40,65,low,100000,150000,0,MPU_ES030,63,368282.2452,452260.6241,282488.1162,24703.03964,33813.29681,15320.29492
x,40,65,low,100000,150000,0,MPU_ES030,64,382668.1231,472714.4804,291832.7965,25079.38486,34633.84538,15403.03843
x,40,65,low,100000,150000,0,MPU_ES030,65,397792.2907,491227.7518,302250.7153,25417.25223,35371.91542,15371.33771
x,40,65,low,100000,150000,0,MPU_ES040,40,100000,100000,100000,11825.38329,11825.38329,11825.38329
x,40,65,low,100000,150000,0,MPU_ES040,41,156597.0448,166205.1218,147015.8949,18052.55993,19703.55766,16387.21757
x,40,65,low,100000,150000,0,MPU_ES040,42,163492.2585,177712.7871,149505.3089,18379.59154,20693.18125,15989.65
x,40,65,low,100000,150000,0,MPU_ES040,43,170620.7106,188442.5807,152861.551,18736.03048,21686.73867,15802.97506
x,40,65,low,100000,150000,0,MPU_ES040,44,178134.4344,199575.4992,156819.8225,19069.21431,22486.57473,15614.22264
x,40,65,low,100000,150000,0,MPU_ES040,45,186011.4747,211064.9769,160767.5673,19435.90281,23318.68231,15501.29586
x,40,65,low,100000,150000,0,MPU_ES040,46,194143.1894,222706.8646,165195.3944,19784.88806,24081.3366,15469.9996
x,40,65,low,100000,150000,0,MPU_ES040,47,202656.5055,235046.9073,170163.3582,20153.21966,24837.87621,15407.04765
x,40,65,low,100000,150000,0,MPU_ES040,48,211651.325,248043.5807,175312.1761,20521.12752,25647.83462,15380.4659
x,40,65,low,100000,150000,0,MPU_ES040,49,220941.0979,261073.9396,181135.9546,20886.19237,26342.68107,15332.11917
x,40,65,low,100000,150000,0,MPU_ES040,50,230696.9418,274590.6126,186844.32,21265.9844,27205.16805,15300.57708
x,40,65,low,100000,150000,0,MPU_ES040,51,240889.7506,288472.3498,192700.0423,21680.83172,27960.98213,15247.57989
x,40,65,low,100000,150000,0,MPU_ES040,52,251330.9594,303248.0445,198819.7163,22065.71268,28753.87811,15263.56115
x,40,65,low,100000,150000,0,MPU_ES040,53,262258.5643,318403.9847,205476.6286,22471.77322,29596.51945,15285.80626
x,40,65,low,100000,150000,0,MPU_ES040,54,273537.2062,333640.1641,212648.5529,22880.88763,30362.67739,15341.49664
x,40,65,low,100000,150000,0,MPU_ES040,55,285508.956,350669.7417,220212.4963,23319.53566,31104.88543,15416.63988
x,40,65,low,100000,150000,0,MPU_ES040,56,298046.9932,367103.2079,227373.9715,23743.5557,31982.053,15453.12739
x,40,65,low,100000,150000,0,MPU_ES040,57,310977.6464,385699.4121,234389.0956,24180.75532,32861.77172,15535.32563
x,40,65,low,100000,150000,0,MPU_ES040,58,324499.3307,405071.5316,243084.0376,24618.06704,33606.15058,15584.55737
x,40,65,low,100000,150000,0,MPU_ES040,59,338563.8413,424515.0021,251372.7436,25052.60403,34577.99857,15595.93462
x,40,65,low,100000,150000,0,MPU_ES040,60,353249.8791,446094.6944,260143.6144,25507.21448,35370.4522,15667.70696
x,40,65,low,100000,150000,0,MPU_ES040,61,369120.2905,468942.5291,269707.5003,25996.97092,36206.7309,15711.25634
x,40,65,low,100000,150000,0,MPU_ES040,62,385123.5573,491529.0602,278202.1776,26449.59209,37068.46253,15751.38262
x,40,65,low,100000,150000,0,MPU_ES040,63,402115.3158,515838.0087,287949.612,26907.59837,37878.08924,15812.41042
x,40,65,low,100000,150000,0,MPU_ES040,64,419557.4266,540930.3516,297761.6045,27411.21273,38764.70261,15884.48469
x,40,65,low,100000,150000,0,MPU_ES040,65,437734.0838,567521.5799,308101.5701,27928.68635,39788.2048,15848.96607
x,40,65,low,100000,150000,0,MPU_ES050,40,100000,100000,100000,11825.38329,11825.38329,11825.38329
x,40,65,low,100000,150000,0,MPU_ES050,41,156990.1992,168549.2831,145557.9638,18133.41588,19947.58373,16305.45962
x,40,65,low,100000,150000,0,MPU_ES050,42,164463.3423,181375.5332,147455.9802,18519.51934,21147.43835,15908.27575
x,40,65,low,100000,150000,0,MPU_ES050,43,172366.87,194226.6999,150403.7744,18943.06853,22173.8659,15641.78231
x,40,65,low,100000,150000,0,MPU_ES050,44,180403.2825,206385.4927,154316.3592,19348.99984,23197.18338,15487.59733
x,40,65,low,100000,150000,0,MPU_ES050,45,188785.2432,219023.0468,158184.3308,19742.11139,24033.51061,15369.5263
x,40,65,low,100000,150000,0,MPU_ES050,46,197775.0049,231922.8694,163068.1575,20176.63092,24974.47935,15283.88841
x,40,65,low,100000,150000,0,MPU_ES050,47,206968.763,245889.2463,167973.7207,20623.46576,25948.76841,15214.9377
x,40,65,low,100000,150000,0,MPU_ES050,48,216706.6737,260641.8888,173094.6231,21070.13929,26797.7473,15234.02581
x,40,65,low,100000,150000,0,MPU_ES050,49,226733.6442,275581.1518,178150.9434,21523.82498,27648.76961,15206.71767
x,40,65,low,100000,150000,0,MPU_ES050,50,237504.8711,290462.3789,184077.0902,22000.45002,28566.46262,15164.02024
x,40,65,low,100000,150000,0,MPU_ES050,51,248958.0335,308110.5541,189813.1959,22505.42283,29665.15464,15209.9125
x,40,65,low,100000,150000,0,MPU_ES050,52,260595.3917,325163.5947,196220.9953,22988.25505,30636.23415,15213.67594
x,40,65,low,100000,150000,0,MPU_ES050,53,273018.2004,342460.5677,203324.2464,23495.73816,31580.92761,15286.69736
x,40,65,low,100000,150000,0,MPU_ES050,54,286186.1971,361290.9558,209701.946,24051.40607,32523.95357,15283.87887
x,40,65,low,100000,150000,0,MPU_ES050,55,299701.2189,382259.1165,216700.5806,24571.76861,33483.811,15332.37532
x,40,65,low,100000,150000,0,MPU_ES050,56,313823.7757,402237.4414,223667.2846,25112.88723,34452.58075,15422.30504
x,40,65,low,100000,150000,0,MPU_ES050,57,328505.6282,422879.7495,232070.3077,25644.81937,35452.62912,15521.37282
x,40,65,low,100000,150000,0,MPU_ES050,58,343767.465,445466.075,240896.5636,26179.03482,36526.33928,15554.32765
x,40,65,low,100000,150000,0,MPU_ES050,59,360154.0986,469811.2322,249210.4915,26746.92765,37687.23545,15605.17446
x,40,65,low,100000,150000,0,MPU_ES050,60,377460.9966,497325.7095,257456.7427,27338.99335,38665.32903,15627.14278
x,40,65,low,100000,150000,0,MPU_ES050,61,395290.8536,522019.5968,266643.2417,27943.46691,40033.14228,15799.44848
x,40,65,low,100000,150000,0,MPU_ES050,62,414004.3366,551883.6399,276549.3891,28533.25301,40887.88452,15905.01329
x,40,65,low,100000,150000,0,MPU_ES050,63,433469.2621,579892.3465,287141.8479,29148.91431,42177.69982,16048.0014
x,40,65,low,100000,150000,0,MPU_ES050,64,453902.6671,609632.0893,297892.1055,29775.78875,43385.88842,16106.81341
x,40,65,low,100000,150000,0,MPU_ES050,65,475790.8058,642676.4601,308061.613,30467.68259,44620.28771,16181.2656
x,40,65,low,100000,150000,0,MPU_ES060,40,100000,100000,100000,11825.38329,11825.38329,11825.38329
x,40,65,low,100000,150000,0,MPU_ES060,41,157582.901,171032.4378,144250.4278,18180.3386,20253.87333,16115.03259
x,40,65,low,100000,150000,0,MPU_ES060,42,165631.2957,185324.6303,145759.7851,18668.09987,21628.31614,15714.668
x,40,65,low,100000,150000,0,MPU_ES060,43,174029.1,199055.4121,148679.596,19174.26833,22905.17294,15425.97504
x,40,65,low,100000,150000,0,MPU_ES060,44,182960.5769,213694.0841,152105.7148,19669.96568,24020.67212,15308.51834
x,40,65,low,100000,150000,0,MPU_ES060,45,192178.0455,228162.0228,156161.9452,20148.70854,25133.60828,15165.68407
x,40,65,low,100000,150000,0,MPU_ES060,46,202066.2157,243399.8548,160729.4772,20710.86865,26335.19415,15105.72571
x,40,65,low,100000,150000,0,MPU_ES060,47,212290.9624,258292.1693,165443.6959,21232.12434,27472.06869,15050.36546
x,40,65,low,100000,150000,0,MPU_ES060,48,223125.8919,275414.7293,170693.5889,21784.74476,28513.90111,15089.36288
x,40,65,low,100000,150000,0,MPU_ES060,49,234469.1237,291380.2354,176359.7914,22355.97372,29647.07691,15069.01523
x,40,65,low,100000,150000,0,MPU_ES060,50,246619.2658,309381.8319,182618.1368,23003.2557,30852.23449,15083.53774
x,40,65,low,100000,150000,0,MPU_ES060,51,259399.3963,329217.6393,188756.6347,23623.37791,32046.71296,15126.18663
x,40,65,low,100000,150000,0,MPU_ES060,52,272515.6542,347477.6489,195260.036,24197.09361,33047.84366,15106.52809
x,40,65,low,100000,150000,0,MPU_ES060,53,286436.888,369940.6605,201555.6421,24823.67673,34243.20563,15183.61892
x,40,65,low,100000,150000,0,MPU_ES060,54,301293.8038,392245.199,207812.0128,25526.69262,35620.27233,15259.31821
x,40,65,low,100000,150000,0,MPU_ES060,55,316787.9155,414807.099,215843.03,26178.47987,37001.37061,15330.34705
x,40,65,low,100000,150000,0,MPU_ES060,56,332449.2494,438638.71,224158.8915,26805.60669,37834.24145,15361.73792
x,40,65,low,100000,150000,0,MPU_ES060,57,349476.1371,463009.1516,231923.5787,27528.74612,39262.82221,15372.264
x,40,65,low,100000,150000,0,MPU_ES060,58,366962.622,491056.7577,240101.6193,28217.20136,40671.79474,15541.91939
x,40,65,low,100000,150000,0,MPU_ES060,59,385496.296,520189.1611,248161.2527,28916.72435,42020.15252,15611.54115
x,40,65,low,100000,150000,0,MPU_ES060,60,405238.4771,548196.1674,257023.1167,29698.18922,43481.20587,15689.1366
x,40,65,low,100000,150000,0,MPU_ES060,61,425728.3121,579141.4765,267659.6129,30498.53103,44908.65623,15799.29759
x,40,65,low,100000,150000,0,MPU_ES060,62,448097.5942,616404.3612,277195.0047,31306.87438,46312.03411,15936.4768
x,40,65,low,100000,150000,0,MPU_ES060,63,470333.0474,649709.0843,288208.1866,32087.93,47910.43405,15989.18225
x,40,65,low,100000,150000,0,MPU_ES060,64,494050.8124,685999.1358,298486.2044,32877.63832,49348.0893,16096.10873
x,40,65,low,100000,150000,0,MPU_ES060,65,519164.5434,724714.7737,310090.0502,33716.86637,50766.22436,16250.98169
x,40,65,low,100000,150000,0,MPU_ES070,40,100000,100000,100000,11825.38329,11825.38329,11825.38329
x,40,65,low,100000,150000,0,MPU_ES070,41,158274.5782,173536.1901,142836.9186,18286.45763,20570.43665,15989.99324
x,40,65,low,100000,150000,0,MPU_ES070,42,167068.8636,190046.113,144224.8758,18868.06108,22164.36316,15559.50463
x,40,65,low,100000,150000,0,MPU_ES070,43,176290.2615,205625.4398,146971.0807,19426.42982,23561.76947,15286.93187
x,40,65,low,100000,150000,0,MPU_ES070,44,185860.9533,220983.3198,150586.4242,19996.7656,24868.70613,15127.83569
x,40,65,low,100000,150000,0,MPU_ES070,45,196174.2207,237289.3162,154497.9222,20632.02363,26226.36939,14968.76523
x,40,65,low,100000,150000,0,MPU_ES070,46,206829.9977,254364.0128,158745.23,21246.90396,27519.42681,14928.82876
x,40,65,low,100000,150000,0,MPU_ES070,47,218120.1676,271588.1011,163682.0008,21871.61689,28795.37628,14858.69233
x,40,65,low,100000,150000,0,MPU_ES070,48,230397.0192,291114.195,168942.6834,22560.07896,30198.77729,14852.37545
x,40,65,low,100000,150000,0,MPU_ES070,49,242972.2943,311176.1731,173837.2626,23239.26026,31621.30932,14776.86422
x,40,65,low,100000,150000,0,MPU_ES070,50,256009.7586,332363.3572,178648.7689,23901.48863,33027.84292,14769.84647
x,40,65,low,100000,150000,0,MPU_ES070,51,269688.2833,352921.337,184583.8053,24583.34978,34251.8922,14855.53514
x,40,65,low,100000,150000,0,MPU_ES070,52,284661.3472,375091.1943,191531.011,25339.71892,35673.40274,14821.84904
x,40,65,low,100000,150000,0,MPU_ES070,53,300145.385,399469.5898,197733.3951,26050.50824,37021.61457,14923.49868
x,40,65,low,100000,150000,0,MPU_ES070,54,316667.3481,426208.2592,205325.0011,26833.09598,38388.89697,15047.82486
x,40,65,low,100000,150000,0,MPU_ES070,55,333955.9268,452278.3929,212184.4316,27635.97807,39726.50238,15124.45449
