Notes,current_age,retirement_age,current_savings,savings_after_disability,additional_annual_savings,portfolio,annual_expenses_start_year,annual_expenses_length,annual_expenses_amount,age,portfolio_value_expected,portfolio_value_ub,portfolio_value_lb,income_expected,income_ub,income_lb
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,26,-387825.4157,-283864.4727,-492012.9059,-110146.329,-64887.0378,-154970.1526
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,27,-436738.2505,-313977.0444,-558558.3671,-121417.7593,-69678.0356,-172102.7415
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,28,-488075.665,-346790.6399,-625786.3344,-132460.6627,-74539.08027,-187901.2257
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,29,-543323.7016,-380751.5943,-705314.3112,-144226.7028,-79487.5386,-206896.679
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,30,-601407.3449,-415052.6928,-786280.2561,-156239.4197,-84320.42752,-225945.9556
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,31,-662188.0343,-449902.5602,-872394.7517,-167832.396,-88774.61229,-244787.5176
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,32,-728405.6037,-488695.5368,-966956.9524,-180434.7217,-93460.58353,-266382.2299
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,33,-798115.7296,-527913.9125,-1063765.475,-193080.7323,-97580.61597,-284754.2684
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,34,-871734.2801,-568726.4906,-1169387.419,-206202.0545,-102017.2711,-306276.2853
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,35,-951158.4519,-613027.6967,-1283703.329,-219485.0629,-107665.0063,-328480.6849
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,36,-1035390.25,-656032.1991,-1408034.114,-233611.9649,-111111.6527,-348927.3792
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,37,-1121397.962,-707226.0382,-1528819.607,-247452.3456,-115838.4381,-373399.4098
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,38,-1214919.195,-756162.9035,-1669810.595,-261877.7248,-120243.3746,-397907.1084
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,39,-1314301.114,-806822.304,-1814235.758,-276798.0618,-124263.2677,-422776.0399
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,40,-1420509.761,-855039.367,-1966234.979,-292212.2681,-128619.9814,-450096.4069
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,41,-1530521.549,-909880.2108,-2128639.103,-308087.832,-133341.4676,-475974.015
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,42,-1651663.32,-968628.8094,-2310412.696,-324657.6539,-138514.3973,-503474.4827
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,43,-1777233.619,-1025448.435,-2505184.192,-341274.047,-141566.996,-530279.3207
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,44,-1911189.26,-1086478.798,-2716320.486,-358472.7064,-146105.3156,-554713.4245
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,45,-2053314.94,-1154845.187,-2936241.088,-376104.8865,-149809.7982,-588270.777
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,46,-2206529.586,-1217835.879,-3152098.969,-394811.4073,-154356.2361,-618073.3973
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,47,-2365884.056,-1281318.195,-3411567.922,-412931.0497,-159266.8382,-648015.3173
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,48,-2537150.123,-1360458.917,-3649558.656,-432857.0867,-163444.683,-682406.9257
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,49,-2720516.618,-1438699.978,-3935488.388,-453833.4169,-166665.1908,-715377.6839
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,50,-2910023.526,-1509632.638,-4226149.138,-475099.162,-171044.4729,-756331.0952
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,51,-3120147.299,-1600625.642,-4562778.899,-497120.814,-175202.2311,-792742.8483
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,52,-3344908.814,-1684766.286,-4929761.204,-521106.5983,-181355.0576,-827611.3363
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,53,-3573407.328,-1768868.622,-5287564.102,-543537.1338,-184369.1103,-861419.8049
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,54,-3822790.796,-1866386.643,-5693436.325,-567768.5425,-189125.0724,-906147.8352
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,55,-4086812.027,-1971094.966,-6135144.921,-593919.6802,-193129.7122,-953835.2192
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,56,-4349603.384,-2069567.203,-6557180.847,-617447.092,-198454.1419,-994759.72
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,57,-4642706.459,-2175954.583,-7012658.504,-643238.3854,-202858.0469,-1036280.595
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,58,-4953535.756,-2286912.215,-7494031.347,-671298.9353,-206598.9835,-1079749.438
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,59,-5272942.857,-2408810.596,-7965628.176,-698059.1758,-210799.4616,-1119147.8
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,60,-5623285.621,-2541758.223,-8528344.309,-728010.808,-214484.3028,-1162696.932
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,61,-5991697.96,-2680661.772,-9134615.902,-756990.5191,-221417.7327,-1216068.335
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,62,-6374859.675,-2794515.75,-9697025.335,-787858.5654,-224641.7172,-1266017.696
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,63,-6784467.184,-2938883.088,-10399164.95,-817770.4908,-228855.0092,-1321520.203
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,64,-7231481.839,-3096779.13,-11097825.55,-850455.2836,-232130.5005,-1379257.687
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,65,-7710473.917,-3248961.61,-11840761.24,-885900.4933,-236559.3648,-1432571.992
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,10,200000,200000,200000,82398.49033,82398.49033,82398.49033
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,11,88899.20209,91693.92754,86132.11673,35782.36118,39063.65652,32538.96844
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,12,77446.93522,81176.88251,73649.07729,30473.01126,34450.39715,26458.40413
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,13,65600.15974,70018.02189,61185.8096,25214.06855,29246.61035,21152.80088
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,14,53372.29008,58243.02032,48520.35572,20046.58558,23873.71286,16247.39578
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,15,40757.04459,45927.63441,35538.88,14943.41851,18290.10168,11589.54015
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,16,27724.6401,33130.09092,22246.9789,9938.704963,12750.96721,7148.207474
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,17,14259.29427,19846.95018,8568.886111,4991.289177,7204.082203,2761.000034
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,18,356.0310089,6151.460939,-5503.114756,125.290603,2051.497337,-1817.237011
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,19,-14001.90821,-8004.632158,-20063.63255,-4672.671478,-2397.374047,-6950.651049
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,20,-28838.2445,-22611.52356,-35133.98799,-9400.077745,-6240.241935,-12582.98184
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,21,-44141.14708,-37562.65196,-50716.16991,-14072.12523,-9672.716032,-18424.0176
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,22,-59955.84261,-52977.48763,-67070.60883,-18697.95008,-12853.40155,-24469.94324
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,23,-76311.45305,-68722.50942,-83951.4376,-23263.79674,-15906.92831,-30550.59996
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,24,-93212.94505,-84840.81684,-101587.8541,-27766.07322,-18789.06356,-36545.90325
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,25,-110638.9983,-101387.7623,-119916.1813,-32225.4418,-21533.63863,-42838.5648
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,26,-128636.2884,-118331.3329,-139178.7897,-36626.11625,-24112.01898,-48753.57033
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,27,-147233.2162,-135709.118,-158942.6703,-40918.78648,-26657.37709,-54970.90192
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,28,-166482.9874,-153636.1922,-179475.88,-45194.84058,-28998.67252,-61269.86386
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,29,-186324.6784,-171744.7906,-200714.1924,-49425.37683,-31449.17088,-67494.0506
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,30,-206804.0474,-190381.312,-223198.6256,-53617.68337,-33680.59713,-73503.73612
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,31,-227820.0507,-209506.8925,-245980.4615,-57679.94022,-35832.83632,-79508.62323
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,32,-249654.8607,-229338.7439,-269725.7977,-61714.71485,-37660.66508,-85638.31158
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,33,-272112.3266,-249839.1134,-294160.7133,-65683.16939,-39649.09758,-91409.99485
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,34,-295431.1865,-270724.238,-319775.8332,-69728.61716,-41602.75897,-97702.95235
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,35,-319390.8621,-292272.2541,-346423.884,-73568.1585,-43437.68842,-103666.1981
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,36,-344152.4093,-313866.0006,-374071.0017,-77380.99443,-45003.56298,-109230.1677
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,37,-369842.693,-337069.7067,-402763.3567,-81216.55646,-46729.39536,-115100.6369
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,38,-396161.3959,-360440.8691,-432087.6759,-85009.17563,-48409.99222,-120829.98
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,39,-423533.148,-384407.1952,-463179.7197,-88698.71009,-50005.41936,-126518.2151
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,40,-451775.615,-409333.1893,-494479.0358,-92492.16275,-51520.53815,-132014.0777
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,41,-480914.9943,-434421.0955,-527522.486,-96175.99834,-52794.8747,-137910.3018
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,42,-511050.8302,-460838.2187,-561176.9434,-99720.46745,-54254.2705,-143337.8459
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,43,-541980.9941,-487623.6593,-596396.7616,-103416.1462,-55600.70188,-150300.764
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,44,-574016.8666,-515554.0232,-633436.7704,-107053.6296,-56608.96831,-156000.1622
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,45,-607210.8796,-543898.033,-670625.4077,-110627.384,-57869.30781,-161459.4242
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,46,-641417.1493,-573425.824,-709849.8177,-114151.7364,-59097.82247,-167284.67
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,47,-677009.4591,-603513.4354,-750200.1213,-117714.4618,-60014.41718,-172813.754
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,48,-713730.7847,-635162.4795,-792310.6194,-121359.4902,-61478.75423,-179580.5266
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,49,-751597.6762,-666791.8988,-836124.2697,-124846.1542,-62642.81923,-185285.5436
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,50,-790282.6637,-699153.8145,-880854.9608,-128143.636,-63775.89204,-190958.3998
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,51,-830749.6335,-733782.9803,-928000.3741,-131596.5058,-64895.10801,-197002.3638
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,52,-872172.7373,-768544.5204,-976961.0048,-135024.8983,-65891.63611,-202070.9712
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,53,-915329.4692,-805833.6231,-1026375.402,-138401.5592,-66801.93919,-207291.8507
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,54,-959849.9459,-842721.6631,-1077172.392,-141879.7714,-67474.40144,-214428.3346
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,55,-1005350.147,-880879.1258,-1128766.891,-145189.3995,-68448.88033,-220006.893
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,56,-1052622.471,-921489.052,-1183649.472,-148625.3749,-69176.74972,-225631.0735
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,57,-1100917.717,-961013.2631,-1240273.259,-151737.9705,-70246.27598,-230922.4916
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,58,-1151279.065,-1002391.475,-1300262.81,-154909.1512,-71123.99007,-235912.4305
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,59,-1203167.704,-1044872.393,-1359771.98,-158222.1861,-71603.17781,-242371.5531
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,60,-1256995.797,-1088190.136,-1422776.164,-161615.796,-72657.22986,-247740.6217
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,61,-1312685.6,-1134540.553,-1489413.804,-164906.4307,-73598.43,-253882.0685
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,62,-1369906.903,-1179104.193,-1557347.708,-168135.8395,-74444.006,-258261.1501
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,63,-1429186.539,-1228804.46,-1628272.18,-171637.9269,-75016.88222,-265723.7378
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,64,-1489475.604,-1277769.078,-1699119.907,-174785.531,-75666.38497,-270349.4879
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,65,-1552514.64,-1328751.746,-1774448.27,-178121.7082,-75826.13396,-275598.364
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES020,1,55,24000,10,200000,200000,200000,82398.49033,82398.49033,82398.49033
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES020,1,55,24000,11,89189.59951,92743.7972,85629.44877,35898.36227,39229.65086,32535.10843
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES020,1,55,24000,12,78014.57668,82852.5849,73154.61905,30666.35734,34759.62068,26525.24064
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES020,1,55,24000,13,66424.02077,72049.28625,60689.10147,25521.30914,29855.11181,21195.05407
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES020,1,55,24000,14,54459.00509,60809.14625,48150.22581,20457.3149,24632.13857,16244.46953
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES020,1,55,24000,15,42021.07035,48864.31054,35258.92116,15435.73339,19202.30044,11621.17398
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES020,1,55,24000,16,29143.54979,36268.93303,22046.00829,10462.71032,13712.42322,7150.942176
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES020,1,55,24000,17,15799.985,23255.03319,8425.712173,5537.040331,8354.905741,2747.498094
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES020,1,55,24000,18,1973.604126,9680.994968,-5660.548732,682.6275556,3290.238769,-1902.465256
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES020,1,55,24000,19,-12362.75577,-4366.49839,-20291.32875,-4128.20117,-1342.20048,-6965.549154
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES020,1,55,24000,20,-27221.89187,-18883.19138,-35499.77543,-8890.190066,-5327.398874,-12446.86876
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES020,1,55,24000,21,-42622.10403,-33888.2699,-51310.89922,-13605.70003,-8927.479429,-18215.48326
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES020,1,55,24000,22,-58605.77603,-49212.36501,-67936.74901,-18260.06184,-12253.03902,-24249.81742
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES020,1,55,24000,23,-75169.06946,-65148.60387,-85239.59627,-22858.62431,-15353.2549,-30279.59838
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES020,1,55,24000,24,-92285.62606,-81343.17303,-103376.4067,-27405.51376,-18341.13401,-36421.49972
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES020,1,55,24000,25,-110025.5376,-97812.03724,-122209.2884,-31946.84316,-21234.06567,-42585.98265
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES020,1,55,24000,26,-128442.9296,-114830.4058,-141892.2123,-36455.53733,-24079.61316,-48859.76787
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES020,1,55,24000,27,-147425.1359,-132332.3291,-162498.2503,-40891.63071,-26575.73579,-55382.19254
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES020,1,55,24000,28,-167163.4095,-150521.7979,-183996.3367,-45317.02925,-29098.47913,-61460.45909
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES020,1,55,24000,29,-187711.6799,-168935.4936,-206711.5224,-49749.10131,-31541.5416,-68063.5396
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES020,1,55,24000,30,-209027.2756,-187974.5507,-230202.1278,-54123.41481,-33978.06803,-74219.91086
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES020,1,55,24000,31,-230901.7982,-207316.8596,-254470.2766,-58363.58703,-36120.11872,-80043.38182
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES020,1,55,24000,32,-253692.2246,-227512.791,-280062.0779,-62616.40522,-38348.07469,-86914.9782
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES020,1,55,24000,33,-277435.004,-248216.0679,-306561.5452,-67040.82403,-40502.03372,-93218.03997
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES020,1,55,24000,34,-301983.8786,-269552.2318,-334354.6779,-71334.99938,-42322.19454,-99803.38437
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES020,1,55,24000,35,-327150.6908,-291476.3391,-362707.6103,-75517.04855,-44315.23205,-106115.0501
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES020,1,55,24000,36,-353634.7344,-314011.1398,-392802.1188,-79636.38459,-46132.79718,-112400.3917
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES020,1,55,24000,37,-380880.5584,-337651.3853,-424350.679,-83808.73465,-48039.30069,-119070.6634
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES020,1,55,24000,38,-409068.1938,-360663.9319,-456851.7184,-88089.08459,-49781.28661,-125405.6728
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES020,1,55,24000,39,-438374.4554,-386173.2189,-490967.4762,-92300.92786,-51663.39352,-131508.4701
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES020,1,55,24000,40,-468855.5336,-411074.8403,-526098.5772,-96535.71603,-53325.51565,-138116.1248
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES020,1,55,24000,41,-500410.6563,-437832.7856,-562866.8874,-100715.5371,-54960.95242,-144636.8224
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES020,1,55,24000,42,-532734.1985,-464642.074,-600736.2673,-104700.6989,-56650.8254,-151521.7027
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES020,1,55,24000,43,-566362.0854,-492687.099,-640122.3856,-108773.6955,-58318.26108,-158018.4957
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES020,1,55,24000,44,-601612.9086,-521622.0647,-682219.215,-112828.694,-59397.18339,-164424.7953
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES020,1,55,24000,45,-637819.3125,-551641.0848,-725258.1983,-116846.7399,-60735.08511,-171308.5226
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES020,1,55,24000,46,-675420.4396,-581319.5256,-769295.5003,-120854.8987,-61849.40638,-177501.4395
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES020,1,55,24000,47,-714287.2807,-613846.4707,-815082.9682,-124816.8352,-63573.59507,-184472.3606
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES020,1,55,24000,48,-755082.9161,-646396.7494,-863818.1793,-129117.61,-64221.66836,-191383.6857
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES020,1,55,24000,49,-796999.9755,-680139.0533,-914090.81,-133262.3934,-66121.27846,-198794.1268
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES020,1,55,24000,50,-839869.8632,-714827.6771,-966680.3932,-137258.8968,-67276.96436,-204636.7062
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES020,1,55,24000,51,-884678.5444,-751755.8822,-1019478.476,-141226.1788,-68096.80891,-210049.108
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES020,1,55,24000,52,-931432.8262,-788237.9634,-1075985.863,-145437.314,-68830.26847,-217124.2233
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES020,1,55,24000,53,-979411.6653,-827762.1705,-1132794.371,-149387.0477,-70183.1633,-225565.7988
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES020,1,55,24000,54,-1029136.515,-867346.9704,-1191689.177,-153603.2082,-71362.87587,-232711.552
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES020,1,55,24000,55,-1081202.599,-908737.6488,-1255255.919,-157781.1847,-72465.91175,-238210.8423
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES020,1,55,24000,56,-1135451.002,-950125.1841,-1320772.573,-161869.3018,-73863.93983,-245231.8736
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES020,1,55,24000,57,-1190788.318,-992532.5554,-1388133.102,-165928.4601,-74779.24439,-253124.1609
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES020,1,55,24000,58,-1248694.304,-1040396.447,-1457715.98,-169726.2868,-75916.81351,-258969.7084
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES020,1,55,24000,59,-1308878.445,-1087048.571,-1529134.354,-173798.2948,-76308.70974,-265176.7935
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES020,1,55,24000,60,-1370875.603,-1133928.524,-1602084.415,-177947.1695,-77811.56306,-272794.4269
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES020,1,55,24000,61,-1435700.175,-1182923.125,-1685843.885,-182050.9577,-79020.0342,-281148.0395
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES020,1,55,24000,62,-1503109.42,-1234351.014,-1765218.201,-186458.9017,-80495.24339,-289753.3636
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES020,1,55,24000,63,-1572430.588,-1287695.458,-1852878.929,-190419.2617,-80894.29078,-297762.4369
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES020,1,55,24000,64,-1643788.231,-1340412.965,-1942665.001,-194575.8481,-81952.92119,-303161.7634
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES020,1,55,24000,65,-1718822.791,-1396319.287,-2034937.072,-198594.8646,-82516.17851,-310862.7948
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES030,1,55,24000,10,200000,200000,200000,82398.49033,82398.49033,82398.49033
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES030,1,55,24000,11,89551.56872,94056.01168,85016.43526,36027.98654,39618.20779,32478.80869
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES030,1,55,24000,12,78666.00029,84819.81568,72439.91062,30942.70971,35376.29186,26494.70169
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES030,1,55,24000,13,67341.80234,74558.55315,60096.91545,25882.25745,30689.48905,21126.94344
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES030,1,55,24000,14,55563.99141,63609.98796,47513.61297,20859.31104,25510.86375,16249.69225
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES030,1,55,24000,15,43335.15273,52027.30063,34694.25933,15919.74895,20338.64754,11550.45013
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES030,1,55,24000,16,30613.16519,39779.34364,21455.79522,10992.65443,15038.95953,7037.33551
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES030,1,55,24000,17,17388.95159,26941.38249,7804.356274,6109.056961,9742.115858,2542.304843
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES030,1,55,24000,18,3637.845105,13636.46289,-6327.815342,1260.055116,4608.477516,-2067.045207
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES030,1,55,24000,19,-10669.82464,-269.2934425,-21001.70768,-3558.073286,-84.46821279,-6995.249285
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES030,1,55,24000,20,-25552.06461,-14622.74854,-36409.34873,-8349.14662,-4304.609736,-12398.17161
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES030,1,55,24000,21,-41006.40757,-29544.90645,-52474.31303,-13094.22502,-8048.803426,-18163.42051
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES030,1,55,24000,22,-57094.76256,-44913.41668,-69247.34624,-17814.43915,-11529.27735,-24038.26207
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES030,1,55,24000,23,-73823.77474,-60598.05315,-87035.06034,-22528.61622,-14816.8116,-30048.4796
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES030,1,55,24000,24,-91240.83251,-76852.91265,-105753.012,-27191.0738,-17901.48553,-36404.9454
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES030,1,55,24000,25,-109253.7933,-93318.03839,-125069.4669,-31841.96448,-20829.7761,-42851.51816
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES030,1,55,24000,26,-128110.9507,-110592.7557,-145662.1551,-36528.87842,-23663.00912,-49237.66568
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES030,1,55,24000,27,-147565.2798,-127908.7956,-167253.2091,-41124.304,-26345.74569,-55775.29084
