Notes,current_age,retirement_age,current_savings,savings_after_disability,additional_annual_savings,portfolio,annual_expenses_start_year,annual_expenses_length,annual_expenses_amount,age,portfolio_value_expected,portfolio_value_ub,portfolio_value_lb,income_expected,income_ub,income_lb
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES080,1,55,24000,13,39458.90772,53783.62005,24905.03724,15157.63393,21002.79933,9259.831001
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES080,1,55,24000,14,16902.8602,32175.04457,1264.650373,6332.01461,12106.8151,474.5005256
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES080,1,55,24000,15,-6963.336666,9045.784553,-23273.72274,-2572.311092,3201.367293,-8519.301492
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES080,1,55,24000,16,-32218.84694,-15173.07338,-49603.99008,-11569.52864,-5150.752499,-18301.30268
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES080,1,55,24000,17,-58984.03906,-40336.5901,-78242.30275,-20674.66856,-12706.09663,-28810.11352
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES080,1,55,24000,18,-87176.01982,-65713.94746,-109012.2726,-29865.77145,-19533.5276,-40179.88813
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES080,1,55,24000,19,-117093.9849,-91311.4375,-143281.5193,-39178.82528,-26092.19004,-52113.8418
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES080,1,55,24000,20,-148646.9903,-117031.1747,-180615.0333,-48580.36802,-32414.52944,-64580.8354
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES080,1,55,24000,21,-182201.6056,-143519.3008,-221058.0186,-58156.2191,-38205.80336,-77985.20899
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES080,1,55,24000,22,-217637.1963,-170710.4077,-264003.8276,-67859.07334,-43992.85534,-91123.15946
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES080,1,55,24000,23,-255113.2448,-198925.4514,-310891.3104,-77690.56484,-49787.85901,-105233.9288
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES080,1,55,24000,24,-294838.5178,-228225.7227,-361033.3371,-87588.4141,-55363.90811,-119441.1124
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES080,1,55,24000,25,-337092.4721,-256891.1613,-414846.8342,-97903.3827,-60250.58017,-134773.022
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES080,1,55,24000,26,-381027.6853,-287568.726,-473896.4897,-108062.7966,-65489.01665,-149794.4978
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES080,1,55,24000,27,-427759.7033,-319562.3953,-534648.8911,-118539.5392,-70600.959,-165643.4008
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES080,1,55,24000,28,-476748.722,-352400.6875,-599484.2293,-129188.4637,-75183.4362,-181584.4532
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES080,1,55,24000,29,-530388.7619,-389054.3309,-671648.5976,-140592.9694,-79859.39532,-200815.3489
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES080,1,55,24000,30,-586457.1542,-424521.2515,-748512.8481,-152090.1738,-84817.95141,-216896.3656
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES080,1,55,24000,31,-644367.176,-460483.2515,-823422.9286,-163203.1673,-89313.1308,-234327.9962
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES080,1,55,24000,32,-707203.0004,-499516.7956,-915222.2543,-175101.3271,-93827.03022,-253150.6148
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES080,1,55,24000,33,-773518.3649,-537453.9928,-1006249.403,-187206.0512,-98444.04244,-272343.2216
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES080,1,55,24000,34,-842146.0171,-577152.2184,-1103743.737,-199343.9714,-102444.3963,-292900.5061
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES080,1,55,24000,35,-916846.5849,-620439.5826,-1212242.662,-211948.3029,-106757.4501,-313802.4762
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES080,1,55,24000,36,-993273.6678,-664119.3048,-1319745.474,-224267.7675,-110569.7824,-334750.2829
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES080,1,55,24000,37,-1075680.233,-707086.2846,-1438421.633,-237245.9673,-114542.8369,-354096.0878
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES080,1,55,24000,38,-1163988.771,-758916.0041,-1562689.241,-250945.5365,-120084.5704,-375771.6471
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES080,1,55,24000,39,-1254871.07,-812408.0866,-1686448.964,-264021.7019,-123310.789,-397988.3358
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES080,1,55,24000,40,-1354148.566,-863224.9723,-1839821.958,-277798.1313,-128328.9993,-423006.9732
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES080,1,55,24000,41,-1456373.51,-918234.7503,-1991886.544,-291619.2147,-131036.0188,-444966.5966
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES080,1,55,24000,42,-1565036.084,-976819.9173,-2144379.563,-306061.8639,-135264.4835,-468763.509
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES080,1,55,24000,43,-1679593.38,-1034818.655,-2317916.461,-321135.7076,-138986.752,-493964.982
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES080,1,55,24000,44,-1802071.028,-1098196.178,-2496220.673,-336121.4664,-144100.036,-520993.5431
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES080,1,55,24000,45,-1930504.293,-1161500.982,-2676839.325,-352451.6027,-148948.3516,-546675.085
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES080,1,55,24000,46,-2070028.66,-1227693.355,-2892910.026,-369431.2303,-151644.931,-575589.2977
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES080,1,55,24000,47,-2215543.111,-1303760.77,-3102717.247,-386043.2222,-156728.0024,-600803.7188
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES080,1,55,24000,48,-2371402.107,-1375409.898,-3344719.508,-403243.9325,-160792.683,-631897.1114
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES080,1,55,24000,49,-2532503.868,-1443796.371,-3592662.202,-420422.218,-164258.9032,-656759.4275
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES080,1,55,24000,50,-2700992.054,-1526162.706,-3852841.157,-437726.9629,-167968.2142,-687066.1238
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES080,1,55,24000,51,-2888510.815,-1613167.805,-4140250.237,-457694.5741,-172826.7585,-722539.9426
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES080,1,55,24000,52,-3081826.53,-1698050.629,-4401700.462,-477680.2192,-175852.6345,-752384.7408
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES080,1,55,24000,53,-3283362.933,-1791026.748,-4745083.681,-497692.1765,-180965.7132,-790903.5934
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES080,1,55,24000,54,-3507289.576,-1876387.612,-5072364.932,-519339.2425,-184937.177,-825532.5219
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES080,1,55,24000,55,-3734808.774,-1978798.428,-5444472.101,-539967.3998,-189224.462,-864727.3156
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES080,1,55,24000,56,-3977858.963,-2082217.967,-5798611.009,-561944.9021,-193297.1105,-898893.2505
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES080,1,55,24000,57,-4226507.82,-2194992.866,-6168966.311,-584274.2402,-196482.3057,-938211.1835
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES080,1,55,24000,58,-4498240.17,-2303706.589,-6598805.714,-606813.1941,-200764.9771,-974810.9266
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES080,1,55,24000,59,-4789366.261,-2413455.424,-7067748.859,-629874.1928,-205210.0491,-1012259.683
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES080,1,55,24000,60,-5088336.277,-2527080.835,-7522828.608,-653661.7485,-209990.6672,-1049912.337
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES080,1,55,24000,61,-5400938.393,-2643144.889,-8001694.37,-678198.4251,-215298.8254,-1089809.238
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES080,1,55,24000,62,-5737292.085,-2793022.512,-8488429.323,-703381.9519,-216366.629,-1131952.37
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES080,1,55,24000,63,-6087010.099,-2922793.424,-9040990.088,-730172.3241,-223014.58,-1184897.552
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES080,1,55,24000,64,-6464153.396,-3074457.512,-9674855.086,-757483.6072,-226235.0537,-1225089.138
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES080,1,55,24000,65,-6853902.267,-3236245.673,-10296035.62,-785878.2491,-230672.2564,-1278705.32
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,10,200000,200000,200000,82398.49033,82398.49033,82398.49033
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,11,81230.51894,92266.56988,70272.83551,32676.89318,37851.00723,27445.71871
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,12,61301.80026,75521.09607,46874.30457,24120.49824,30367.68143,17797.30883
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,13,40182.90464,56420.88528,23897.16672,15450.94874,22029.41476,8807.329036
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,14,17721.5835,35328.87168,164.8945196,6650.777352,13196.21542,60.67104528
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,15,-6116.078385,12440.62297,-24609.64237,-2241.049898,4451.32792,-8939.235518
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,16,-31403.62041,-11587.31338,-51273.13098,-11240.88404,-4011.149992,-18657.82632
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,17,-58196.8573,-36628.56988,-79883.11951,-20378.00956,-11636.93966,-29157.33953
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,18,-86788.76213,-62116.01937,-111858.6512,-29743.67744,-18727.59471,-40775.17264
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,19,-117094.8312,-87698.36935,-146558.2089,-39182.47828,-25436.39312,-52971.72053
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,20,-149175.8825,-113597.0398,-184955.1562,-48799.67433,-31769.91509,-66139.725
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,21,-183229.9985,-139672.8171,-225945.9404,-58591.83064,-37665.99363,-79500.65672
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,22,-219254.484,-166447.9058,-271899.8273,-68519.68217,-43319.4514,-93177.89112
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,23,-257669.6764,-194632.1702,-321311.609,-78606.32652,-48660.99137,-108139.496
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,24,-298760.474,-222562.1404,-373853.9358,-89068.21662,-54219.04929,-123234.546
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,25,-341358.4967,-252410.4589,-429370.5876,-99440.1268,-59555.85134,-138893.9763
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,26,-387825.4157,-283864.4727,-492012.9059,-110146.329,-64887.0378,-154970.1526
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,27,-436738.2505,-313977.0444,-558558.3671,-121417.7593,-69678.0356,-172102.7415
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,28,-488075.665,-346790.6399,-625786.3344,-132460.6627,-74539.08027,-187901.2257
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,29,-543323.7016,-380751.5943,-705314.3112,-144226.7028,-79487.5386,-206896.679
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,30,-601407.3449,-415052.6928,-786280.2561,-156239.4197,-84320.42752,-225945.9556
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,31,-662188.0343,-449902.5602,-872394.7517,-167832.396,-88774.61229,-244787.5176
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,32,-728405.6037,-488695.5368,-966956.9524,-180434.7217,-93460.58353,-266382.2299
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,33,-798115.7296,-527913.9125,-1063765.475,-193080.7323,-97580.61597,-284754.2684
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,34,-871734.2801,-568726.4906,-1169387.419,-206202.0545,-102017.2711,-306276.2853
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,35,-951158.4519,-613027.6967,-1283703.329,-219485.0629,-107665.0063,-328480.6849
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,36,-1035390.25,-656032.1991,-1408034.114,-233611.9649,-111111.6527,-348927.3792
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,37,-1121397.962,-707226.0382,-1528819.607,-247452.3456,-115838.4381,-373399.4098
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,38,-1214919.195,-756162.9035,-1669810.595,-261877.7248,-120243.3746,-397907.1084
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,39,-1314301.114,-806822.304,-1814235.758,-276798.0618,-124263.2677,-422776.0399
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,40,-1420509.761,-855039.367,-1966234.979,-292212.2681,-128619.9814,-450096.4069
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,41,-1530521.549,-909880.2108,-2128639.103,-308087.832,-133341.4676,-475974.015
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,42,-1651663.32,-968628.8094,-2310412.696,-324657.6539,-138514.3973,-503474.4827
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,43,-1777233.619,-1025448.435,-2505184.192,-341274.047,-141566.996,-530279.3207
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,44,-1911189.26,-1086478.798,-2716320.486,-358472.7064,-146105.3156,-554713.4245
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,45,-2053314.94,-1154845.187,-2936241.088,-376104.8865,-149809.7982,-588270.777
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,46,-2206529.586,-1217835.879,-3152098.969,-394811.4073,-154356.2361,-618073.3973
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,47,-2365884.056,-1281318.195,-3411567.922,-412931.0497,-159266.8382,-648015.3173
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,48,-2537150.123,-1360458.917,-3649558.656,-432857.0867,-163444.683,-682406.9257
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,49,-2720516.618,-1438699.978,-3935488.388,-453833.4169,-166665.1908,-715377.6839
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,50,-2910023.526,-1509632.638,-4226149.138,-475099.162,-171044.4729,-756331.0952
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,51,-3120147.299,-1600625.642,-4562778.899,-497120.814,-175202.2311,-792742.8483
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,52,-3344908.814,-1684766.286,-4929761.204,-521106.5983,-181355.0576,-827611.3363
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,53,-3573407.328,-1768868.622,-5287564.102,-543537.1338,-184369.1103,-861419.8049
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,54,-3822790.796,-1866386.643,-5693436.325,-567768.5425,-189125.0724,-906147.8352
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,55,-4086812.027,-1971094.966,-6135144.921,-593919.6802,-193129.7122,-953835.2192
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,56,-4349603.384,-2069567.203,-6557180.847,-617447.092,-198454.1419,-994759.72
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,57,-4642706.459,-2175954.583,-7012658.504,-643238.3854,-202858.0469,-1036280.595
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,58,-4953535.756,-2286912.215,-7494031.347,-671298.9353,-206598.9835,-1079749.438
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,59,-5272942.857,-2408810.596,-7965628.176,-698059.1758,-210799.4616,-1119147.8
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,60,-5623285.621,-2541758.223,-8528344.309,-728010.808,-214484.3028,-1162696.932
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,61,-5991697.96,-2680661.772,-9134615.902,-756990.5191,-221417.7327,-1216068.335
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,62,-6374859.675,-2794515.75,-9697025.335,-787858.5654,-224641.7172,-1266017.696
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,63,-6784467.184,-2938883.088,-10399164.95,-817770.4908,-228855.0092,-1321520.203
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,64,-7231481.839,-3096779.13,-11097825.55,-850455.2836,-232130.5005,-1379257.687
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES090,1,55,24000,65,-7710473.917,-3248961.61,-11840761.24,-885900.4933,-236559.3648,-1432571.992
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,10,200000,200000,200000,82398.49033,82398.49033,82398.49033
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,11,88899.20209,91693.92754,86132.11673,35782.36118,39063.65652,32538.96844
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,12,77446.93522,81176.88251,73649.07729,30473.01126,34450.39715,26458.40413
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,13,65600.15974,70018.02189,61185.8096,25214.06855,29246.61035,21152.80088
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,14,53372.29008,58243.02032,48520.35572,20046.58558,23873.71286,16247.39578
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,15,40757.04459,45927.63441,35538.88,14943.41851,18290.10168,11589.54015
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,16,27724.6401,33130.09092,22246.9789,9938.704963,12750.96721,7148.207474
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,17,14259.29427,19846.95018,8568.886111,4991.289177,7204.082203,2761.000034
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,18,356.0310089,6151.460939,-5503.114756,125.290603,2051.497337,-1817.237011
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,19,-14001.90821,-8004.632158,-20063.63255,-4672.671478,-2397.374047,-6950.651049
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,20,-28838.2445,-22611.52356,-35133.98799,-9400.077745,-6240.241935,-12582.98184
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,21,-44141.14708,-37562.65196,-50716.16991,-14072.12523,-9672.716032,-18424.0176
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,22,-59955.84261,-52977.48763,-67070.60883,-18697.95008,-12853.40155,-24469.94324
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,23,-76311.45305,-68722.50942,-83951.4376,-23263.79674,-15906.92831,-30550.59996
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,24,-93212.94505,-84840.81684,-101587.8541,-27766.07322,-18789.06356,-36545.90325
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,25,-110638.9983,-101387.7623,-119916.1813,-32225.4418,-21533.63863,-42838.5648
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,26,-128636.2884,-118331.3329,-139178.7897,-36626.11625,-24112.01898,-48753.57033
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,27,-147233.2162,-135709.118,-158942.6703,-40918.78648,-26657.37709,-54970.90192
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,28,-166482.9874,-153636.1922,-179475.88,-45194.84058,-28998.67252,-61269.86386
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,29,-186324.6784,-171744.7906,-200714.1924,-49425.37683,-31449.17088,-67494.0506
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,30,-206804.0474,-190381.312,-223198.6256,-53617.68337,-33680.59713,-73503.73612
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,31,-227820.0507,-209506.8925,-245980.4615,-57679.94022,-35832.83632,-79508.62323
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,32,-249654.8607,-229338.7439,-269725.7977,-61714.71485,-37660.66508,-85638.31158
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,33,-272112.3266,-249839.1134,-294160.7133,-65683.16939,-39649.09758,-91409.99485
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,34,-295431.1865,-270724.238,-319775.8332,-69728.61716,-41602.75897,-97702.95235
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,35,-319390.8621,-292272.2541,-346423.884,-73568.1585,-43437.68842,-103666.1981
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,36,-344152.4093,-313866.0006,-374071.0017,-77380.99443,-45003.56298,-109230.1677
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,37,-369842.693,-337069.7067,-402763.3567,-81216.55646,-46729.39536,-115100.6369
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,38,-396161.3959,-360440.8691,-432087.6759,-85009.17563,-48409.99222,-120829.98
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,39,-423533.148,-384407.1952,-463179.7197,-88698.71009,-50005.41936,-126518.2151
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,40,-451775.615,-409333.1893,-494479.0358,-92492.16275,-51520.53815,-132014.0777
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,41,-480914.9943,-434421.0955,-527522.486,-96175.99834,-52794.8747,-137910.3018
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,42,-511050.8302,-460838.2187,-561176.9434,-99720.46745,-54254.2705,-143337.8459
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,43,-541980.9941,-487623.6593,-596396.7616,-103416.1462,-55600.70188,-150300.764
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,44,-574016.8666,-515554.0232,-633436.7704,-107053.6296,-56608.96831,-156000.1622
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,45,-607210.8796,-543898.033,-670625.4077,-110627.384,-57869.30781,-161459.4242
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,46,-641417.1493,-573425.824,-709849.8177,-114151.7364,-59097.82247,-167284.67
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,47,-677009.4591,-603513.4354,-750200.1213,-117714.4618,-60014.41718,-172813.754
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,48,-713730.7847,-635162.4795,-792310.6194,-121359.4902,-61478.75423,-179580.5266
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,49,-751597.6762,-666791.8988,-836124.2697,-124846.1542,-62642.81923,-185285.5436
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,50,-790282.6637,-699153.8145,-880854.9608,-128143.636,-63775.89204,-190958.3998
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,51,-830749.6335,-733782.9803,-928000.3741,-131596.5058,-64895.10801,-197002.3638
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,52,-872172.7373,-768544.5204,-976961.0048,-135024.8983,-65891.63611,-202070.9712
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,53,-915329.4692,-805833.6231,-1026375.402,-138401.5592,-66801.93919,-207291.8507
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,54,-959849.9459,-842721.6631,-1077172.392,-141879.7714,-67474.40144,-214428.3346
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,55,-1005350.147,-880879.1258,-1128766.891,-145189.3995,-68448.88033,-220006.893
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,56,-1052622.471,-921489.052,-1183649.472,-148625.3749,-69176.74972,-225631.0735
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,57,-1100917.717,-961013.2631,-1240273.259,-151737.9705,-70246.27598,-230922.4916
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,58,-1151279.065,-1002391.475,-1300262.81,-154909.1512,-71123.99007,-235912.4305
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,59,-1203167.704,-1044872.393,-1359771.98,-158222.1861,-71603.17781,-242371.5531
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,60,-1256995.797,-1088190.136,-1422776.164,-161615.796,-72657.22986,-247740.6217
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,61,-1312685.6,-1134540.553,-1489413.804,-164906.4307,-73598.43,-253882.0685
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,62,-1369906.903,-1179104.193,-1557347.708,-168135.8395,-74444.006,-258261.1501
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,63,-1429186.539,-1228804.46,-1628272.18,-171637.9269,-75016.88222,-265723.7378
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,64,-1489475.604,-1277769.078,-1699119.907,-174785.531,-75666.38497,-270349.4879
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES010,1,55,24000,65,-1552514.64,-1328751.746,-1774448.27,-178121.7082,-75826.13396,-275598.364
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES020,1,55,24000,10,200000,200000,200000,82398.49033,82398.49033,82398.49033
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES020,1,55,24000,11,89189.59951,92743.7972,85629.44877,35898.36227,39229.65086,32535.10843
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES020,1,55,24000,12,78014.57668,82852.5849,73154.61905,30666.35734,34759.62068,26525.24064
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES020,1,55,24000,13,66424.02077,72049.28625,60689.10147,25521.30914,29855.11181,21195.05407
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES020,1,55,24000,14,54459.00509,60809.14625,48150.22581,20457.3149,24632.13857,16244.46953
disability case 1 - younger age,10,65,200000,100000,10000,MPU_ES020,1,55,24000,15,42021.07035,48864.31054,35258.92116,15435.73339,19202.30044,11621.17398
